,campus_id,campus_name,dept,difficulty,name,quality,rating_count,retake,tag_accessibleoutsideclass,tag_amazinglectures,tag_bewareofpopquizzes,tag_caring,tag_cleargradingcriteria,tag_extracredit,tag_getreadytoread,tag_givesgoodfeedback,tag_gradedbyfewthings,tag_groupprojects,tag_hilarious,tag_inspirational,tag_lectureheavy,tag_lotsofhomework,tag_participationmatters,tag_respected,tag_skipclassyouwon'tpass,tag_somanypapers,tag_testheavy,tag_toughgrader,tid
0,3000,Wallace Community College: Sparks Campus,English,2.7,Denise Padgett,4.7,7,N/A,,1,,,,,1,,,,,,,,,,,,,,267612
1,3000,Wallace Community College: Sparks Campus,Psychology,3.0,Van Martz,5.0,5,N/A,,,,,,,,,,,,,,,,1,,,,,1216521
2,3000,Wallace Community College: Sparks Campus,Mathematics,2.5,Rich Carol,4.8,4,N/A,1,,,,,,,1,,,,2,,,1,1,,,,,1628961
3,3000,Wallace Community College: Sparks Campus,English,3.3,Hope CiCi Dixon,4.8,4,N/A,,,,1,,1,,1,,,,,,,,,,,,,1784797
4,3000,Wallace Community College: Sparks Campus,Computer Science,3.3,Lisa Sanders,4.7,3,N/A,,,,1,,,1,,,,,,,1,,,,,,,470888
5,3000,Wallace Community College: Sparks Campus,Biology,3.0,Cindy Hodnette,3.5,3,N/A,,,,,,,1,,,,,,,,,,,,,,844687
6,3000,Wallace Community College: Sparks Campus,Criminal Justice,2.5,Myron N Williams,5.0,2,N/A,,,,1,,,,,,,,1,,,,1,,,,,1828107
7,3000,Wallace Community College: Sparks Campus,Mathematics,4.5,Cristi Whitfield,3.0,2,N/A,1,,,1,,,,,,,,,,1,,,1,,,1,2158294
8,3000,Wallace Community College: Sparks Campus,History,2.0,Riley Turner,4.5,2,N/A,,1,,1,,,,1,,,1,,,,,2,,,,,2158295
9,3000,Wallace Community College: Sparks Campus,History,3.0,Dan Blalock,4.5,1,N/A,,,,,,,,,,,,,,,,,,,,,1418208
10,3000,Wallace Community College: Sparks Campus,History,1.0,Ashley Klages,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,,1829176
11,3000,Wallace Community College: Sparks Campus,Computer Science,3.0,Thomas McCallister,5.0,1,N/A,,,,1,,,,1,,,,,,,,1,,,,,2158290
12,3000,Wallace Community College: Sparks Campus,Mathematics,1.0,Laura Bridges,5.0,1,N/A,,,,,,1,,,,,,1,,,,1,,,,,2268887
13,3001,Wallace State Community College at Hanceville,Chemistry,4.0,Rosayln Meadows,2.2,64,17%,1,,,,1,,,1,,,,,,6,6,,10,,,10,166442
14,3001,Wallace State Community College at Hanceville,Mathematics,2.0,Lance Boyd,4.9,58,100%,1,4,,12,3,3,,3,,,4,11,,,1,10,2,,,,447904
15,3001,Wallace State Community College at Hanceville,History,2.7,Leigh Ann Courington,3.7,56,47%,1,2,3,1,,5,11,3,,,1,1,3,2,4,1,6,,3,3,570132
16,3001,Wallace State Community College at Hanceville,Psychology,2.2,Stacey Brunner,4.1,54,83%,1,5,,6,2,,1,3,,,2,3,,1,3,,,,1,,638648
17,3001,Wallace State Community College at Hanceville,Biology,2.7,Wes Rakestraw,4.6,51,80%,,2,1,2,,4,,3,,,3,,,,1,4,2,,,5,311488
18,3001,Wallace State Community College at Hanceville,Biology,2.7,M Glasscock,4.8,44,100%,1,10,5,10,4,3,,5,,,8,3,3,,2,6,5,,1,2,702540
