,campus_id,campus_name,dept,difficulty,name,quality,rating_count,retake,tag_accessibleoutsideclass,tag_amazinglectures,tag_bewareofpopquizzes,tag_caring,tag_cleargradingcriteria,tag_extracredit,tag_getreadytoread,tag_givesgoodfeedback,tag_gradedbyfewthings,tag_groupprojects,tag_hilarious,tag_inspirational,tag_lectureheavy,tag_lotsofhomework,tag_participationmatters,tag_respected,tag_skipclassyouwon'tpass,tag_somanypapers,tag_testheavy,tag_toughgrader,tid
0,4200,University College of the North,Sociology,3.5,Noreen Barlas,4.6,15,100%,1,7,,,,,8,1,,1,,5,,,1,3,,,,,1752138
1,4200,University College of the North,Science,3.3,Jeff Stepaniuk,3.7,7,N/A,,,,,,,,,,,,,,,,,,,,,155247
2,4200,University College of the North,Science,2.0,Will Trowell,4.8,6,N/A,,,,,,,,,,,,,,,,,,,,,440014
3,4200,University College of the North,English,3.2,Jacob Bachinger,3.2,6,N/A,,,,1,,,,1,,,,1,,,,,,,,,1266976
4,4200,University College of the North,Science,3.5,Christa Dubeski,4.0,4,N/A,1,1,,,,,,1,,,1,,1,,,1,,,,,923927
5,4200,University College of the North,Art,4.0,Maureen Simpkins,4.3,3,N/A,,,,,,,,,,,,,,,,,,,,,1130088
6,4200,University College of the North,Sociology,2.7,Amos Nkrumah,5.0,3,N/A,,,,3,1,,,1,,,,1,,,,3,,,,,2371528
7,4200,University College of the North,Anthropology,3.0,Samuel Veissiere,4.3,2,N/A,,,,1,,,,,,,,2,,,,1,,,,,1130078
8,4200,University College of the North,Sociology,4.5,Samuel Veissiere,4.8,2,N/A,,,,,,,,,,,,,,,,,,,,,1249330
9,4200,University College of the North,Nursing,2.0,Noreen Wallwin,4.8,2,N/A,,,,,,,,,,,1,1,,,,,,,,,1777853
10,4200,University College of the North,Science,3.0,Vanessa Rosenkranz,5.0,2,N/A,,,,1,,,,2,,,,,2,1,,,,,,,2482200
11,4200,University College of the North,English,2.0,Melanie Belmore,5.0,2,N/A,2,,,1,,,,2,,,,,,,,1,,,,,2109784
