,campus_id,campus_name,dept,difficulty,name,quality,rating_count,retake,tag_accessibleoutsideclass,tag_amazinglectures,tag_bewareofpopquizzes,tag_caring,tag_cleargradingcriteria,tag_extracredit,tag_getreadytoread,tag_givesgoodfeedback,tag_gradedbyfewthings,tag_groupprojects,tag_hilarious,tag_inspirational,tag_lectureheavy,tag_lotsofhomework,tag_participationmatters,tag_respected,tag_skipclassyouwon'tpass,tag_somanypapers,tag_testheavy,tag_toughgrader,tid
0,5951,Cerro Coso Community College - Kern River Valley,English,4.6,Christine Abbott,1.9,8,N/A,,,,,,,1,1,,,,,,1,2,,1,1,,4,1622757
1,5951,Cerro Coso Community College - Kern River Valley,Biology,4.8,Prabhjeet Kaur,2.3,6,33%,,,,,,,1,,,,,1,2,1,1,,3,,1,5,2312906
2,5951,Cerro Coso Community College - Kern River Valley,English,3.0,Joseph Martin,3.0,2,N/A,,,,,,,,,,,,,,1,,,1,,,1,1993613
3,5951,Cerro Coso Community College - Kern River Valley,Philosophy,5.0,Anne Benvenuti,2.0,1,N/A,,,,,,,,,,,,,,,,,,,,,1546227
4,5951,Cerro Coso Community College - Kern River Valley,Education,1.0,Bonita Robinson,4.0,1,N/A,,,,,,,,,,,,,,,,,,,,,1595165
5,5951,Cerro Coso Community College - Kern River Valley,Education,3.0,Heather Miller,1.0,1,N/A,,,,,,,,,,,,,,1,1,,,1,,,2146953
6,5952,City University - Vancouver,Psychology,3.5,Cheryl Bell-Gadsby,3.9,4,N/A,,,,,,,1,,,,,,,1,,,,,,1,847699
7,5953,Devry University - Tampa,Computer Science,2.7,Akinlawon Frierson,4.9,11,N/A,,,,,,,,,,,,,,,,,,,,,1173186
8,5953,Devry University - Tampa,English,4.3,Cynthia Hallett,2.1,4,N/A,,,,,,,1,,,,,,1,,,,,,,1,1592367
9,5953,Devry University - Tampa,Mathematics,1.0,Susan Aungst,5.0,1,N/A,,,,,,,,,,,1,,,,,,1,,,,2047044
10,5955,St. Louis Community College at Wildwood,Communication,2.1,Tiffany Lang,4.8,57,96%,4,1,,14,16,13,4,38,,1,2,3,,4,15,11,1,2,,1,1893879
11,5955,St. Louis Community College at Wildwood,Biology,3.1,Syed Chowdhury,4.0,48,77%,2,5,,5,6,2,2,3,,,,1,4,4,4,3,7,,8,3,1323428
12,5955,St. Louis Community College at Wildwood,Mathematics,3.5,Kim Granger,4.5,38,85%,3,,,8,9,7,,5,,1,,1,,12,2,3,1,,1,2,1140999
13,5955,St. Louis Community College at Wildwood,Psychology,3.9,Dorothy Welty,3.5,34,64%,2,6,,2,1,,1,4,,,,3,2,3,1,1,,2,2,5,1275706
14,5955,St. Louis Community College at Wildwood,Economics,4.2,Dusty Sweet,2.6,23,40%,,,,,,,1,,1,,1,,2,4,,,6,,,7,1329892
15,5955,St. Louis Community College at Wildwood,History,3.6,Bob Kerr,1.9,23,N/A,,,,,,1,3,,,,1,,4,3,,,3,,,3,1506234
16,5955,St. Louis Community College at Wildwood,Biology,3.6,Afzal Lodhi,2.7,16,29%,,1,,,2,,,,1,,1,,6,,1,,5,,2,2,1142691
17,5955,St. Louis Community College at Wildwood,English,2.1,Mary Horner,2.4,16,N/A,,,,1,1,,1,1,3,,,1,4,,4,,2,,,3,1080386
18,5955,St. Louis Community College at Wildwood,Mathematics,2.3,Christopher Mahan,3.3,15,N/A,2,,,1,3,3,,,,,,,2,6,,,,,1,,1307749
19,5955,St. Louis Community College at Wildwood,Mathematics,3.0,Teri Graville,4.5,14,89%,5,2,,6,2,3,,2,,,1,,,3,,1,2,1,1,,1781827
20,5955,St. Louis Community College at Wildwood,Accounting,3.2,Rita Sweiner,2.8,12,N/A,,,,,1,,,,,,1,,,,1,,,,,,1217582
21,5955,St. Louis Community College at Wildwood,Psychology,2.6,Mary Morgan,4.7,12,N/A,,1,,1,2,,,1,,,,1,,1,,1,,,,1,1696871
