,campus_id,campus_name,dept,difficulty,name,quality,rating_count,retake,tag_accessibleoutsideclass,tag_amazinglectures,tag_bewareofpopquizzes,tag_caring,tag_cleargradingcriteria,tag_extracredit,tag_getreadytoread,tag_givesgoodfeedback,tag_gradedbyfewthings,tag_groupprojects,tag_hilarious,tag_inspirational,tag_lectureheavy,tag_lotsofhomework,tag_participationmatters,tag_respected,tag_skipclassyouwon'tpass,tag_somanypapers,tag_testheavy,tag_toughgrader,tid
0,4152,Baker College of Clinton Township,English,2.4,Michael J Kaminski,4.9,134,98%,11,12,,24,13,,,67,,,59,17,,2,12,46,,1,,2,1862668
1,4152,Baker College of Clinton Township,Computer Science,3.6,Mahir Awrahem,3.0,60,N/A,,,,1,1,,1,,,,,,,,,,,,,,820613
2,4152,Baker College of Clinton Township,Mathematics,2.4,Michael Batarseh,4.8,58,N/A,,,,2,,,1,1,,,,,1,1,1,,1,,,,178574
3,4152,Baker College of Clinton Township,English,2.4,Brianne Bouska,4.8,58,N/A,1,,,2,,,1,5,,,,2,,,2,1,,,,,1625430
4,4152,Baker College of Clinton Township,Science,4.2,Kyle Badaoui,3.5,48,N/A,,,,,,,,,,,,,,,,,,,,,565429
5,4152,Baker College of Clinton Township,Psychology,3.3,Helen Powell,2.3,47,N/A,,2,,,,,,,,1,4,1,,5,2,,,2,,,383053
6,4152,Baker College of Clinton Township,Science,3.3,Daniel Tominello,4.6,40,N/A,,,,,,,,,,,,,,,,,,,,,554775
7,4152,Baker College of Clinton Township,Health Science,1.9,Paula Sadler,4.5,33,N/A,,,,,,,,,,,,,,,,,,,,,425975
8,4152,Baker College of Clinton Township,Business,2.0,Beth Lavalley,4.6,33,N/A,,1,,,,,,3,,1,1,1,2,,3,3,1,,,,592180
9,4152,Baker College of Clinton Township,Psychology,1.5,Stephen Cook,5.0,30,N/A,,,,,,,,,,,,,,,,,,,,,636735
10,4152,Baker College of Clinton Township,Mathematics,2.4,Naim Saiti,3.6,29,N/A,,,,,,,,,,,,,,,,,,,,,80469
11,4152,Baker College of Clinton Township,Mathematics,2.9,Toni Houtteman,4.3,28,N/A,,,,,,,,,,,,,,,,,,,,,158836
12,4152,Baker College of Clinton Township,Biology,3.6,Chris Donar,3.7,28,N/A,,,,,,,,,,,,,,,,,,,,,425974
13,4152,Baker College of Clinton Township,Communication,3.5,Naomi Seedberg,3.6,28,N/A,,,,1,,,,1,,,,1,,,2,,1,1,,1,536114
14,4152,Baker College of Clinton Township,Psychology,1.3,Greg Dudzinski,4.3,27,N/A,,1,,4,1,,,3,,,4,2,,,1,2,,,,,1506870
15,4152,Baker College of Clinton Township,English,2.5,Regina Blue-Soloman,4.0,26,N/A,1,,,,2,,2,7,2,1,2,1,,1,,1,1,2,,3,846001
16,4152,Baker College of Clinton Township,Health Science,2.0,David Pflaum,4.5,26,N/A,,,,1,,,1,2,,,,,3,,1,1,,,,2,1444251
17,4152,Baker College of Clinton Township,English,2.6,Timothy Milton,4.3,25,N/A,,1,,,,,,1,,,1,,,,,,,,,,1454153
18,4152,Baker College of Clinton Township,Mathematics,3.1,Michael Cadotte,3.2,23,N/A,,,,,,,1,,,,,,2,3,,,,1,,2,570056
19,4152,Baker College of Clinton Township,Health Science,3.2,Susan Grabowski,3.3,21,N/A,,,1,1,1,,1,,,1,,,2,2,,,3,,1,2,1017816
20,4155,Trinity College School,Philosophy,3.3,Evan Legakis,4.8,14,N/A,1,2,,,,,,,,,,1,,,1,,,,,,809576
21,4155,Trinity College School,English,2.5,Michael Dubroy,4.5,6,N/A,,,,,,,,,,,,,,,,,,,,,225446
22,4155,Trinity College School,Music,2.3,Ron Parker,2.9,4,N/A,,,,,,,,,,,,,,,,,,,,,345625
23,4155,Trinity College School,Humanities,3.7,Greg Hodges,3.8,3,N/A,,,,,1,,1,,,,,2,,,2,,,,,,345609
24,4155,Trinity College School,Geography,3.0,Courtney Christ,5.0,1,N/A,,,,1,,,,1,,,,,,,,1,,,,,345636
25,4155,Trinity College School,Languages,4.0,Michelle Cameron,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,,1175787
26,4155,Trinity College School,Languages,4.0,Andrew Petrolito,5.0,1,N/A,,,,,,,,1,,1,,,,,,1,,,,,2231427
27,4156,Maine College of Art,Writing,2.2,Claude Caswell,4.2,9,N/A,,,,,,,,2,,,2,,,,,1,,,,,811389
28,4156,Maine College of Art,Fine Arts,3.5,Lisa Whelan,3.4,8,N/A,,,,,,,,,,,,,,,,,,,,,172676
29,4156,Maine College of Art,Fine Arts,3.6,Justin Kirchoff,3.8,8,N/A,,,,,,,,1,,,,,,,,1,,,,1,552455
30,4156,Maine College of Art,Nursing,3.1,Joe Begnaud,5.0,8,N/A,,,,,,,,,,,,,,,,,,,,,559451
31,4156,Maine College of Art,English,3.0,Agnes Bushell,3.5,8,N/A,,,,1,,,,1,,,,1,,,,,,,,,683242
32,4156,Maine College of Art,Fine Arts,3.8,Ed Briant,3.8,8,N/A,,,,,,,,,,,,,,,,,,,,,904087
33,4156,Maine College of Art,Philosophy,4.0,Dana Sawyer,4.2,7,N/A,,,,,,,,,,,,,,,,,,,,,172677
34,4156,Maine College of Art,Fine Arts,3.1,Ellen Lesperance,4.9,7,N/A,,,,,,,,,,,,,,,,,,,,,524942
35,4156,Maine College of Art,Fine Arts,4.3,Gail Spaien,2.8,6,N/A,,,,,,,,,,,,,,,,,,,,,190892
36,4156,Maine College of Art,Fine Arts,2.3,Peter Shellenberger,4.8,6,N/A,,,,,,,,,,,,,,,,,,,,,725664
37,4156,Maine College of Art,History,3.4,Gan Xu,4.0,5,N/A,,,,,,,,,,,,,,,,,,,,,305842
38,4156,Maine College of Art,Women's Studies,3.4,Iain Kerr,4.1,5,N/A,,,,,,,,,,,,,,,,,,,,,905200
39,4156,Maine College of Art,Fine Arts,2.8,Christina Bechstein,4.0,4,N/A,,,,,,,,,,,,,,,,,,,,,960424
40,4156,Maine College of Art,Fine Arts,4.0,Honour Mack,2.8,3,N/A,,,,,,,,,,,,,,,,,,,,,501147
41,4156,Maine College of Art,Fine Arts,3.3,Jim Horwitz,4.8,3,N/A,,,,,,,,,,,,,,,,,,,,,753327
42,4156,Maine College of Art,Fine Arts,4.0,Phillip Brou,4.2,3,N/A,,,,2,,,,1,,,1,,,,,,,,,1,1976747
43,4156,Maine College of Art,Fine Arts,2.0,Charles Melcher,4.8,2,N/A,1,,,1,,,,1,,,,,,,,,,,,,973629
44,4156,Maine College of Art,Fine Arts,3.0,Lisa Jahn-Clough,4.0,1,N/A,,,,,,,,,,,,,,,,,,,,,1128753
45,4156,Maine College of Art,Fine Arts,5.0,Bessire Aime,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,,1225757
46,4156,Maine College of Art,Wood Technology,5.0,Reagan Furqueron,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,,1490055
47,4157,University of the Arts,Fine Arts,3.5,Niles Lewandowski,3.4,27,100%,,,,1,1,,,6,,,1,1,,,,5,1,,,,371722
48,4157,University of the Arts,Fine Arts,2.8,Sid Sachs,2.8,24,N/A,,,,,,,,,,,,,3,,,,2,,,5,542737
49,4157,University of the Arts,Art History,2.2,Sarina Miller,4.8,21,100%,,5,1,4,3,2,2,3,,,1,2,,1,,1,1,,,,1005459
50,4157,University of the Arts,Writing,3.6,Dave Spolum,4.5,21,N/A,,3,,,,,2,,,,,1,,,,3,,,,,543104
51,4157,University of the Arts,Fine Arts,4.1,Maddy Gold,4.3,20,N/A,,,,,,,,1,,,1,1,,,,,,,,,461691
52,4157,University of the Arts,Fine Arts,3.2,Diane Pepe,3.4,19,N/A,,,,,,1,,2,,,,,,1,,1,,,,,374310
53,4157,University of the Arts,Theater,3.8,Charles Conwell,4.2,18,N/A,,,,,1,,,1,,,1,1,,,1,,1,,,1,225541
54,4157,University of the Arts,Fine Arts,4.1,Karen Saler,4.2,18,N/A,,,,,,,,,,,,,,,,,,,,,243163
55,4157,University of the Arts,Fine Arts,2.2,Eugene Baguskas,3.3,17,N/A,,,,,,,,,,,,,,,,,,,,,560053
56,4157,University of the Arts,Design,3.3,Mark Campbell,4.1,16,N/A,,,,,,,,,,,,,,,,,,,,,477076
57,4157,University of the Arts,Writing,2.8,Tim Appignani,4.6,16,N/A,,,,,,,,,,,,,,,,,1,,,1,933110
58,4157,University of the Arts,Art,3.2,Charles Browning,4.5,16,100%,,1,,8,1,,,10,,,2,2,,2,,4,,,,,1232249
59,4157,University of the Arts,Fine Arts,4.1,Larry Mitnick,2.0,14,N/A,,,,,,,,,,,,,,2,2,1,,,,3,462145
60,4157,University of the Arts,Fine Arts,3.0,Charles Cooper,3.1,14,N/A,,,,1,1,,,3,,,,,,2,2,1,,,,,591994
61,4157,University of the Arts,Literature,3.8,Juan Sebastion Agudelo,3.3,14,N/A,,1,,,,,1,1,,,1,,,,2,2,1,,,,808110
62,4157,University of the Arts,Fine Arts,4.3,Jim Makins,3.4,13,N/A,,,,,,,,,,,,,,,,,,,,,464180
63,4157,University of the Arts,Humanities,2.8,Chris Devenney,3.6,13,N/A,,,,,,,,,,,,,,,,,,,,,945254
64,4157,University of the Arts,Humanities,3.3,Camille Paglia,3.5,12,N/A,,1,,,1,,,,,,,,1,,1,,,,,,107214
65,4157,University of the Arts,Science,1.8,Burton Weiss,4.3,12,N/A,,,,,,,,,,,,,,,,,,,,,201779
66,4157,University of the Arts,Fine Arts,2.7,Boris Putterman,4.2,12,N/A,,,,,,,,,,,,,,,,,,,,,538880
67,4159,University of New Haven,Criminal Justice,1.6,Danny Maxwell,4.8,133,97%,2,27,,4,15,4,,2,3,,45,4,4,,,31,1,,1,,136927
68,4159,University of New Haven,Biology,3.1,James Ayers,3.8,60,N/A,,,,,2,,,1,,,,,3,,4,1,3,1,,8,331361
69,4159,University of New Haven,Mathematics,2.9,Mary Hopkins,4.2,57,N/A,,,,,,,,,,,,,,,,,,,,,1351389
70,4159,University of New Haven,Mathematics,3.0,James Celone,4.3,54,43%,1,,,2,2,5,,,,,,2,2,9,5,4,2,,,1,1527996
71,4159,University of New Haven,History,3.1,Edmund Todd,2.3,51,17%,2,,1,,,3,13,,,,1,,5,4,1,1,,,1,6,369396
72,4159,University of New Haven,Communication,3.6,Dennis Blader,2.9,50,11%,,2,,1,2,,4,3,,5,3,,4,8,7,1,11,3,4,15,751571
73,4159,University of New Haven,Criminal Justice,1.6,Martin O'Connor,5.0,46,N/A,2,1,,3,1,,1,1,,,2,3,,,,6,,,,,201209
74,4159,University of New Haven,Mathematics,4.0,Nicholas Zoghb,2.9,46,50%,,,6,,,,1,,,,1,,1,9,3,2,4,,,6,1081734
75,4159,University of New Haven,English,4.0,Wes Davis,3.0,43,N/A,,,1,,,,,,1,,,,2,1,1,,1,,,5,348785
76,4159,University of New Haven,Psychology,4.3,Alexandria Guzman,3.2,43,N/A,,,1,,,,1,,,1,,,,,1,,,2,1,4,500070
77,4159,University of New Haven,Music,2.4,Al Celotto,4.8,42,N/A,2,1,,1,1,,,1,,,,,,,,2,,,,,200665
78,4159,University of New Haven,English,4.5,Neil Sherman,2.0,40,N/A,,,,,,,1,,,,,,,,,,1,,,1,199581
79,4159,University of New Haven,Chemistry,3.2,Tiffany Hesser,4.3,39,82%,5,6,,2,1,4,1,3,,,,,3,4,2,5,5,,2,5,518707
80,4159,University of New Haven,Biology,2.1,Nina Flay,4.2,38,83%,1,2,,5,3,,,1,3,,2,,5,,,2,,,2,1,751460
81,4159,University of New Haven,Chemistry,2.8,Pauline Schwartz,4.2,37,N/A,2,,,,,1,,,,,,,2,,,,,,,,198883
82,4159,University of New Haven,Engineering,2.0,Jeff Denenberg,3.5,37,N/A,,,,,,,,,,,,,,,,,,,,,373157
83,4159,University of New Haven,English,2.0,Jeffrey Foster,5.0,37,100%,3,,,4,3,,,12,2,,13,6,,,8,7,,1,,,1301475
84,4159,University of New Haven,Mathematics,4.0,Marc Mehlman,2.1,36,N/A,,,,,,1,1,,,,1,1,1,,1,,1,,,1,442363
85,4159,University of New Haven,Chemistry,2.5,Stanley Menacherry,3.7,35,50%,1,,1,10,1,1,1,8,4,1,,5,4,3,4,6,4,,1,4,1694748
86,4159,University of New Haven,Music,3.9,Murray Krugman,3.0,35,60%,,,,,2,,,1,,,1,1,6,,1,1,5,,,4,940006
87,4160,College of Saint Elizabeth,English,4.1,John Marlin,3.5,34,N/A,,,,,,,,,,,,,,,,,,,,,150988
88,4160,College of Saint Elizabeth,Philosophy,2.5,Anthony Santamaria,4.2,34,N/A,,,,1,,,,,,,,,,,,1,1,,,,572722
89,4160,College of Saint Elizabeth,Education,3.0,Deborah Tulloch,3.7,30,N/A,,,,1,,,,2,,,,1,1,2,,,,,,,256099
90,4160,College of Saint Elizabeth,Communication,1.6,Daniel Agatino,4.5,29,N/A,,,,1,,,,,1,,1,,,,,,,,,,203515
91,4160,College of Saint Elizabeth,History,2.2,George Sirgiovanni,4.8,27,N/A,1,,,2,,,,2,,,,4,,,,2,,,,,217689
92,4160,College of Saint Elizabeth,Education,3.6,Harriet Sepinwall,2.2,26,N/A,,,,,,,,,,,,,,,,,,,,,356951
93,4160,College of Saint Elizabeth,Business,1.6,Norman Bloch,4.8,25,N/A,,3,,2,,,,,,,1,3,,,,1,1,,,,63054
94,4160,College of Saint Elizabeth,Psychology,1.1,David Perkins,4.1,24,N/A,,,,,,,,,,,,,,,,,,,,,259445
95,4160,College of Saint Elizabeth,Languages,1.7,Hannalore Hahn,4.3,21,N/A,,,,,,,,,,,,,,,,,,,,,268350
96,4160,College of Saint Elizabeth,Criminal Justice,2.9,Dave Aussicker,3.2,21,N/A,,,,,1,,2,1,,,,,,,,1,1,,,1,359386
97,4160,College of Saint Elizabeth,English,3.0,Margaret Laureys,4.4,21,N/A,1,,,,,,,,,,,,,,1,1,,,,,1339560
98,4160,College of Saint Elizabeth,Education,2.5,Pat Schall,4.2,20,N/A,,,,,2,,,2,,,,,1,,,1,,,,,150990
99,4160,College of Saint Elizabeth,Psychology,1.6,Richard Conti,4.6,20,N/A,,,,,,,,,,,,,,,,,,,,,356953
100,4160,College of Saint Elizabeth,English,2.6,Laura Winters,4.5,19,N/A,,,,,,,,,,,,,,,,,,,,,150989
101,4160,College of Saint Elizabeth,Fine Arts,2.6,Anne Haarer,4.5,18,N/A,,,,,,,,,,,,,,,,,,,,,255895
102,4160,College of Saint Elizabeth,Fine Arts,3.8,Virginia Butera,3.8,16,N/A,,,,,,,1,,,,,,,1,1,1,2,,1,1,126381
103,4160,College of Saint Elizabeth,Chemistry,3.6,Kim Grant,3.5,16,N/A,,,,1,,,,1,,,,,,2,,,1,,,1,357701
104,4160,College of Saint Elizabeth,Communication,3.0,Steven Koski,3.6,15,N/A,,,,,,,,,,,,,,,,,,,,,206225
105,4160,College of Saint Elizabeth,English,2.9,Margaret Roman,4.3,15,N/A,,,,,,,1,,,,,,,,,,,2,,2,258718
106,4161,DigiPen Institute of Technology,Computer Science,4.5,Prasanna Ghali,2.5,67,N/A,,,,1,,,1,,,,,,3,,,1,3,1,1,4,144486
107,4161,DigiPen Institute of Technology,Composition,2.0,Stephen Schafer,2.4,42,N/A,,,,,,,,,,,,,,,,,,,,,1295274
108,4161,DigiPen Institute of Technology,Computer Science,3.0,Matthew Mead,4.8,38,N/A,,2,1,,4,,1,1,,,,,,2,,5,,,,3,57444
109,4161,DigiPen Institute of Technology,Mathematics,3.5,Michael Jahn,3.8,34,N/A,2,2,,1,,,,,,,,,,1,,2,1,,1,1,57446
110,4161,DigiPen Institute of Technology,Physics,3.1,Charles Duba,4.0,31,N/A,,,,,,,,,,,,,,,,,,,,,144500
111,4161,DigiPen Institute of Technology,Game Design,1.7,Jen Sward,2.0,27,N/A,,,,,,,,2,1,1,,,,,,,,,,,178065
112,4161,DigiPen Institute of Technology,Computer Science,3.5,Jason Hanson,3.9,26,N/A,,,,,2,,,2,,,,,2,1,,2,,,,,57443
113,4161,DigiPen Institute of Technology,Art History,3.2,Alecia Rossano,3.7,22,N/A,,,,1,,,,1,,,,,,,,1,,,,,699330
114,4161,DigiPen Institute of Technology,Mathematics,3.8,Ton Boerkoel,4.0,20,N/A,,1,,1,,,,1,,,,1,2,6,1,1,1,,2,4,989828
115,4161,DigiPen Institute of Technology,Animation,3.6,Antony De Fato,5.0,19,100%,,5,,4,1,,,12,,,2,7,,2,,7,,,,,1472560
116,4161,DigiPen Institute of Technology,Social Science,2.3,Claire Joly,2.9,18,N/A,,,,,,,,1,,,,1,,,2,1,,1,,1,57440
117,4161,DigiPen Institute of Technology,Computer Science,3.4,Dmitri Volper,3.0,18,40%,,1,,,1,2,,,,,,1,2,2,,2,,,,1,889906
118,4161,DigiPen Institute of Technology,Computer Science,2.5,Claude Comair,4.5,17,N/A,,,,,,,,,,,,,,,,,,,,,173556
119,4161,DigiPen Institute of Technology,Art History,4.0,BJ Becker,4.4,16,N/A,,,,,,,,,,,,,,,,,,,,,645429
120,4161,DigiPen Institute of Technology,Game Design,3.3,Benjamin Ellinger,4.1,15,N/A,,,,,,,,,,,,,,,,,,,,,352499
121,4161,DigiPen Institute of Technology,Game Design,3.4,Brandii Grace,4.0,15,N/A,,,,,,,,,,,,,,,,,,,,,1049973
122,4161,DigiPen Institute of Technology,Computer Science,2.4,Elie Abi-Chahine,4.6,14,N/A,1,2,,,2,1,,1,,,,1,,,,,1,,,,1352536
123,4161,DigiPen Institute of Technology,Mathematics,3.9,Matt Klassen,3.8,13,N/A,,,,,,,,,,,,,,,,,,,,,143742
124,4161,DigiPen Institute of Technology,Mathematics,3.4,Marty Weinless,3.0,13,N/A,,,,,,,,,,,,,,,,,,,,,515439
125,4161,DigiPen Institute of Technology,Computer Science,2.3,Hao Wu,2.5,12,N/A,,,,,,,,,,,,,,,,,,,,,143738
126,4162,Mary Baldwin University,English,2.8,R Plant,2.9,32,N/A,,,,1,,,,1,1,,,,1,,,,,1,,2,113601
127,4162,Mary Baldwin University,Political Science,3.1,Gordon (the Gordo) Bowen,3.7,32,N/A,,,,,,,,,,,,,,,,,,,,,137897
128,4162,Mary Baldwin University,Biology,3.2,Paul Callo,3.4,32,N/A,,,,,,,1,,1,,1,,,,1,,1,,,1,374221
129,4162,Mary Baldwin University,English,4.5,Molsie Petty,2.7,32,N/A,,,,,,,1,,,,1,,,2,,,,,,2,555006
130,4162,Mary Baldwin University,Psychology,3.2,Chad Blackwell,3.2,31,N/A,,,,,,,,,,,,,,,,,,,,,119767
131,4162,Mary Baldwin University,Mathematics,3.1,Rebecca Williams,2.6,31,N/A,,,,,,,,,,,,,,,,,,,,,441945
132,4162,Mary Baldwin University,Social Science,3.1,John Wells,2.7,29,N/A,,,,,,,,,,,,,,,,,,,,,118928
133,4162,Mary Baldwin University,Mathematics,3.0,John Ong,3.4,29,N/A,,,,,1,,,,,,1,1,,1,1,,2,,,,165194
134,4162,Mary Baldwin University,History,2.2,Katherine Franzen,4.5,29,N/A,,1,,1,,,1,,,,,,,,,,2,,,,179415
135,4162,Mary Baldwin University,Humanities,3.6,Ann McGovern,4.0,28,N/A,1,,,2,,,,,,,1,,,,1,,1,,,,113604
136,4162,Mary Baldwin University,English,4.0,Bob Grotjohn,3.8,28,N/A,,,,,,,,,,,,,,,,,,,,,113608
137,4162,Mary Baldwin University,Philosophy,3.8,Edward Scott,3.6,27,N/A,,,,,,1,1,,,,1,,1,,1,,3,,1,3,670036
138,4162,Mary Baldwin University,Women's Studies,3.4,Martha Walker,4.2,26,N/A,,,,,,,,,,,,,,,,,,,,,113606
139,4162,Mary Baldwin University,Sociology,2.2,Carey Usher,4.6,26,N/A,,,,2,,,,,,,,1,,1,,2,,,,,179680
140,4162,Mary Baldwin University,Psychology,2.7,Andreas Anastasiou,4.4,26,N/A,,,,,,,,,,,,,,,,,,,,,228417
141,4162,Mary Baldwin University,Biology,3.0,Eric Jones,4.0,23,N/A,,,,,,,,,,,,,,,,1,1,,,1,94704
142,4162,Mary Baldwin University,Physical Ed,2.2,Irene Sarnelle,3.6,21,N/A,,,,,,,,,,,,,,,,,,,,,189364
143,4162,Mary Baldwin University,Political Science,2.8,Laura Van Assendelft,4.6,21,N/A,,2,,,,,,1,,,,,,1,,,,,,1,276266
144,4162,Mary Baldwin University,Biology,3.4,Paul Deeble,4.0,21,N/A,,,,1,,,,,,,,,1,,,1,,,,2,422342
145,4162,Mary Baldwin University,Ethnic Studies,2.4,Daniel Metraux,3.8,21,N/A,1,,,1,,,1,,,,,,,,,,,,,,685148
146,4163,Spelman College,Biology,3.3,Ikhide Imumorin,3.4,42,N/A,,,,,,,,,,,,,,,,,,,,,773427
147,4163,Spelman College,Physical Education,2.8,Makeba Reed-Johnson,4.9,31,100%,2,,,13,,1,,3,,,,13,,,6,18,1,,,,1624557
148,4163,Spelman College,Mathematics,2.1,Fred Bowers,4.7,28,93%,1,2,,4,3,,,3,7,,2,4,1,1,,11,6,,2,1,1095092
149,4163,Spelman College,Mathematics,3.9,Kiandra Johnson,3.6,28,75%,2,3,8,3,,,,9,,2,,,,19,14,2,8,,,9,2024932
150,4163,Spelman College,Computer Science,3.7,Iretta Kearse,2.1,23,N/A,,,,,,,,,,,,,1,3,2,,2,,3,8,732987
151,4163,Spelman College,Chemistry,3.4,Lisa Hibbard,4.2,18,N/A,1,3,,1,2,5,1,,,1,,,,2,1,,,,,,713322
152,4163,Spelman College,African-American Studies,3.5,Alicia Fontnette,4.3,18,N/A,,3,1,1,,,7,2,,,,3,2,,,1,,,,4,1816338
153,4163,Spelman College,Political Science,2.6,Marilyn Davis,4.9,16,100%,,2,,3,3,,,3,,,,2,1,,,5,2,,,,1011356
154,4163,Spelman College,Sociology,4.7,Mona Phillips,2.3,14,40%,,2,,,,,6,1,,,,,1,,1,,3,3,,6,729923
155,4163,Spelman College,French,3.1,Alix Pierre,3.3,14,N/A,1,,5,1,,,3,1,,,,,,,1,,,,,4,780230
156,4163,Spelman College,Mathematics,4.4,Yewande Olubummo,3.1,14,67%,2,,,,,,,4,1,,,,1,1,,,4,,3,4,1009545
157,4163,Spelman College,African-American Studies,1.7,Dokubo Goodhead,3.9,14,N/A,,,,,,,,,,,,,,,,,,,,,1245638
158,4163,Spelman College,Mathematics,4.1,Mohammed S. Tesemma,2.2,14,N/A,,,,,,,,1,,,,,2,,,,4,,4,3,1646098
159,4163,Spelman College,Languages,2.4,Anthony Dahl,4.5,12,N/A,,,,,,,,1,,,1,,,,,1,,,,,523304
160,4163,Spelman College,Chemistry,3.9,Virgil Payne,3.9,12,80%,1,,,,,,,1,,,1,,2,3,,2,5,,1,1,715460
161,4163,Spelman College,Biology,4.3,Rosalind Bass,3.6,12,N/A,,2,,,,,,,,,,1,,,,2,2,,,2,1306326
162,4163,Spelman College,English,3.5,Piper Riggins,2.5,12,17%,,,1,,1,,2,1,,,,,1,,2,1,,2,,6,1584834
163,4163,Spelman College,Mathematics,2.3,Viveka O Brown,4.3,12,N/A,2,,,1,1,,,,,,,,,2,,,3,,,3,1765219
164,4163,Spelman College,Mathematics,2.2,Megan Cream,4.8,12,N/A,4,7,,5,3,1,,2,,,,1,,,,4,1,,,,2053543
165,4163,Spelman College,Economics,4.5,Romie Tribble,3.3,11,N/A,,,1,,,,2,1,,,,,1,,1,,,,,4,609363
166,4164,Morris Brown College,Biology,3.8,Mustapha Durojaiye,4.0,4,N/A,,,,1,,,,,,,,,,1,1,,,,,,759329
167,4164,Morris Brown College,Physical Ed,3.0,Kevin Wilson,3.3,2,N/A,,,,,,,,,,,,,,,,,,,,,759356
168,4164,Morris Brown College,Mathematics,1.0,Henry Porter,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,,869272
169,4165,Dakota State University,Computer Science,3.5,Tom Halverson,4.2,51,87%,6,2,1,4,,,,4,2,2,6,,,7,4,17,9,,,5,58205
170,4165,Dakota State University,Computer Science,2.9,Brent Tulloss,4.4,35,100%,2,,,1,3,,6,4,,,2,,3,10,1,2,1,,,2,143275
171,4165,Dakota State University,Mathematics,4.2,Jeffrey Palmer,3.2,33,20%,,,,,1,,,2,,,,,,5,,,6,,,5,58202
172,4165,Dakota State University,Business,3.0,Kevin Streff,3.5,33,50%,1,,,1,1,,3,4,,1,,,2,4,,4,,2,,2,145772
173,4165,Dakota State University,Computer Science,2.9,Bill Figg,2.9,32,N/A,,,,,,,,,,,,,,,,,,,,,141267
174,4165,Dakota State University,Mathematics,2.8,Andrew Shiers,3.2,30,N/A,,,,,,,,,,,,,,,,,,,,,140805
175,4165,Dakota State University,Science,3.3,Glenn Berman,4.0,29,40%,1,,,1,,,,,1,,,,1,1,1,2,,,,,152900
176,4165,Dakota State University,English,4.1,Deana Hueners,1.9,28,N/A,,,,,,,,,,,,,3,3,,,1,3,,6,58204
177,4165,Dakota State University,Mathematics,2.7,Rich Avery,3.4,28,71%,,,,1,4,,,5,,,,,1,4,,,,,1,,58203
178,4165,Dakota State University,Computer Science,1.4,Mark Moran,2.7,27,N/A,,,,,,,,,,,,,,,,,,,,,143355
179,4165,Dakota State University,Graphic Arts,2.9,Thomas Jones,3.1,27,N/A,,,,,,,,,,,,,,,,1,,,,,150647
180,4165,Dakota State University,Business,2.1,Wayne Pauli,4.4,26,N/A,,,,1,2,,,2,,2,,,,,,,,,,,144473
181,4165,Dakota State University,Business,3.1,Deb Tech,3.9,25,100%,1,,,1,1,1,,1,,,3,1,,1,,4,1,,,,143042
182,4165,Dakota State University,English,3.6,John Nelson,2.5,23,N/A,,,,,,,,,1,,,,,,,,,2,,5,143289
183,4165,Dakota State University,Computer Science,3.6,Stephen Krebsbach,3.3,23,60%,,1,,2,,,4,2,2,,,,1,2,,1,1,,,,145911
184,4165,Dakota State University,Fine Arts,2.8,Joe Staudenbauer,3.9,23,N/A,,,,,,,,,,,,,,,,,,,,,149546
